total_cost,cost_per_1000,pass_share,review_share,action_share,n_review,tp,fp,fn,tn,caught_in_review,lo,hi
1496499.065872,30041.73657750833,0.6968522905207372,0.2749829365238688,0.028164772955394067,13698,1274,129,35,34678,167,0.004,0.3
1496499.065872,30041.73657750833,0.6968522905207372,0.2749829365238688,0.028164772955394067,13698,1274,129,35,34678,167,0.004,0.31101694915254235
1490648.88184,29924.29601798691,0.6968522905207372,0.27530413136869153,0.027843578110571324,13714,1269,118,35,34678,172,0.004,0.3220338983050847
1490648.88184,29924.29601798691,0.6968522905207372,0.27530413136869153,0.027843578110571324,13714,1269,118,35,34678,172,0.004,0.3330508474576271
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.34406779661016945
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.3550847457627119
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.36610169491525424
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.3771186440677966
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.38813559322033897
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.39915254237288134
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.4101694915254237
1477747.937776,29665.313722567953,0.6968522905207372,0.2762074918697555,0.026940217609507367,13759,1254,88,35,34678,187,0.004,0.42118644067796607
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.43220338983050843
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.4432203389830508
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.45423728813559316
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.46525423728813553
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.4762711864406779
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.48728813559322026
1481982.754224,29750.326298309712,0.6968522905207372,0.2764885373589754,0.02665917212028747,13773,1248,80,35,34678,193,0.004,0.4983050847457626
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5093220338983051
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5203389830508474
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5313559322033898
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5423728813559321
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5533898305084746
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5644067796610168
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5754237288135593
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.5864406779661016
1480482.034416,29720.1998316939,0.6968522905207372,0.27664913478138675,0.026498574697876098,13781,1244,76,35,34678,197,0.004,0.597457627118644
1484473.7069919999,29800.33137254587,0.6968522905207372,0.276849881559401,0.026297827919861887,13791,1238,72,35,34678,203,0.004,0.6084745762711864
1484473.7069919999,29800.33137254587,0.6968522905207372,0.276849881559401,0.026297827919861887,13791,1238,72,35,34678,203,0.004,0.6194915254237288
1484473.7069919999,29800.33137254587,0.6968522905207372,0.276849881559401,0.026297827919861887,13791,1238,72,35,34678,203,0.004,0.6305084745762711
1484473.7069919999,29800.33137254587,0.6968522905207372,0.276849881559401,0.026297827919861887,13791,1238,72,35,34678,203,0.004,0.6415254237288135
1484473.7069919999,29800.33137254587,0.6968522905207372,0.276849881559401,0.026297827919861887,13791,1238,72,35,34678,203,0.004,0.6525423728813559
1497277.792016,30057.369253944675,0.6968522905207372,0.2773718231822379,0.025775886297024934,13817,1221,63,35,34678,220,0.004,0.6635593220338982
1497277.792016,30057.369253944675,0.6968522905207372,0.2773718231822379,0.025775886297024934,13817,1221,63,35,34678,220,0.004,0.6745762711864406
1497277.792016,30057.369253944675,0.6968522905207372,0.2773718231822379,0.025775886297024934,13817,1221,63,35,34678,220,0.004,0.685593220338983
1497277.792016,30057.369253944675,0.6968522905207372,0.2773718231822379,0.025775886297024934,13817,1221,63,35,34678,220,0.004,0.6966101694915253
1497277.792016,30057.369253944675,0.6968522905207372,0.2773718231822379,0.025775886297024934,13817,1221,63,35,34678,220,0.004,0.7076271186440677
1505813.072272,30228.712255028702,0.6968522905207372,0.277994138194082,0.02515357128518087,13848,1199,54,35,34678,242,0.004,0.7186440677966102
1505813.072272,30228.712255028702,0.6968522905207372,0.277994138194082,0.02515357128518087,13848,1199,54,35,34678,242,0.004,0.7296610169491524
1505813.072272,30228.712255028702,0.6968522905207372,0.277994138194082,0.02515357128518087,13848,1199,54,35,34678,242,0.004,0.7406779661016949
1505813.072272,30228.712255028702,0.6968522905207372,0.277994138194082,0.02515357128518087,13848,1199,54,35,34678,242,0.004,0.7516949152542372
1505813.072272,30228.712255028702,0.6968522905207372,0.277994138194082,0.02515357128518087,13848,1199,54,35,34678,242,0.004,0.7627118644067796
1543197.673072,30979.196070823462,0.6968522905207372,0.2786766772393303,0.02447103223993255,13882,1173,46,35,34678,268,0.004,0.7737288135593219
1543197.673072,30979.196070823462,0.6968522905207372,0.2786766772393303,0.02447103223993255,13882,1173,46,35,34678,268,0.004,0.7847457627118644
1543197.673072,30979.196070823462,0.6968522905207372,0.2786766772393303,0.02447103223993255,13882,1173,46,35,34678,268,0.004,0.7957627118644066
1543197.673072,30979.196070823462,0.6968522905207372,0.2786766772393303,0.02447103223993255,13882,1173,46,35,34678,268,0.004,0.8067796610169491
1543197.673072,30979.196070823462,0.6968522905207372,0.2786766772393303,0.02447103223993255,13882,1173,46,35,34678,268,0.004,0.8177966101694913
1543197.673072,30979.196070823462,0.6968522905207372,0.2786766772393303,0.02447103223993255,13882,1173,46,35,34678,268,0.004,0.8288135593220338
